x,z,th,vx,vz,vth
-0.30979427899483597,0.15625517748639997,-1.4642204611852108,-0.5906822893077508,-1.8741877344999995,-11.744370376440132
-0.31215354812709,0.14850854954499998,-1.5114605689888116,-0.5894850081224895,-1.9833044682499996,-11.812237983243378
-0.31451907970349996,0.14044661874799996,-1.5580016158385979,-0.5913828941024879,-2.015482699250004,-11.635261712446553
-0.316888845354,0.13225910968099996,-1.6047480200427275,-0.5924414126250166,-2.0468772667499997,-11.686601051032419
-0.31924160526730005,0.12394353266000001,-1.6524552990576828,-0.5881899783250072,-2.078894255249989,-11.926819753738826
-0.32155295942309997,0.11543028293199999,-1.6991839533244504,-0.577838538949979,-2.1283124320000053,-11.682163566691884
-0.32392384823840004,0.10681217791499999,-1.746129542673167,-0.5927222038250163,-2.15452625425,-11.736397337179127
-0.3262976902784,0.09803237982299999,-1.7912081754562446,-0.5934605099999907,-2.194949522999999,-11.269658195769416
-0.32864462613900003,0.089138842688,-1.8375440256718418,-0.5867339651500075,-2.2233842837499975,-11.583962553899319
-0.3310154774729,0.08015614300599998,-1.8848129655697448,-0.5927128334749926,-2.2456749205000057,-11.817234974475731
-0.3333801815238,0.07092756343799998,-1.933487378323492,-0.5911760127250004,-2.307144891999999,-12.168603188436823
-0.33571730527160004,0.06161149669100001,-1.9800529465144892,-0.5842809369500102,-2.3290166867499935,-11.641392047749278
-0.33807319768870003,0.05211465244200002,-2.0263174947154337,-0.5889731042749979,-2.374211062249998,-11.566137050236126
-0.3404196789699,0.042547193365,-2.0717541430365642,-0.5866203202999909,-2.3918647692500046,-11.359162080282648
-0.3428651858581,0.03979020756899998,-1.9570820151949397,-0.6113767220499999,-0.6892464490000049,28.668031960406125
-0.34553906019290004,0.042183099203999985,-1.7370817817038033,-0.6684685837000104,0.5982229087500013,55.000058372784096
-0.3482675207565,0.04456082416700001,-1.5160873775138435,-0.682115140899997,0.5944312407500062,55.24860104748996
-0.35097559546970003,0.04655067680399998,-1.2955107241149952,-0.677018678300001,0.49746315924999174,55.14416334971206
-0.3536605739846,0.048336398688999985,-1.0754458472626265,-0.6712446287249901,0.44643047125000196,55.016219213092185
-0.35651099764180005,0.050264731007000005,-0.8580780056229735,-0.7126059143000157,0.482083079500005,54.341960409913234
-0.35927335975380004,0.05189256637999999,-0.6361593240896184,-0.6905905279999958,0.40695884324999654,55.479670383338785
-0.36210754424369995,0.05354170092399997,-0.41887115816807174,-0.708546122474979,0.4122836359999951,54.32204148038666
-0.3649879846913,0.05490132201999999,-0.2032623678997716,-0.7201101119000131,0.3399052740000047,53.902197567075035
-0.36781284739910003,0.055990407018999974,0.016583373117408762,-0.7062156769500061,0.272271249749996,54.96143525429509
-0.3706956838899,0.056808109658,0.23480439204964476,-0.720709122699989,0.20442565975000576,54.555254733059
-0.3735342198369,0.05755753033799997,0.4525057458285815,-0.7096339867500023,0.1873551699999934,54.42533844473418
-0.3763883187107,0.058090048323999985,0.665185699442338,-0.713524718450001,0.1331294965000035,53.16998840343912
-0.3791708604189,0.05840552854499999,0.8816172251539189,-0.6956354270500065,0.07887005525000074,54.107881427895244
-0.3819799069855,0.058669093039999995,1.0953105622498862,-0.7022616416499927,0.06589112375000178,53.42333427399182
-0.3847282058343,0.058674534446,1.307801573098403,-0.6870747122000032,0.0013603515000015776,53.122752712129184
-0.38742545737980005,0.058595947009999996,1.522127607249895,-0.6743128863750114,-0.019646859000001238,53.58150853787302
-0.39018067140760004,0.058355285607,1.73389074347521,-0.6888035069499976,-0.0601653507499994,52.94078405632874
-0.3928727510438,0.05793792237000002,1.9456297790937889,-0.673019909049985,-0.10434080924999478,52.93475890464472
-0.39554022757480006,0.057423437954,2.154114074758305,-0.6668691327500198,-0.12862110400000543,52.12107391612908
-0.3982179161794,0.056590929828,2.3665954005053527,-0.6694221511499843,-0.20812703149999945,53.12033143676187
-0.40080681888470004,0.05565166937299999,2.57760183713972,-0.6472256763250112,-0.2348151137500018,52.75160915859178
-0.40347019794760003,0.05475857176200001,2.7878033578243833,-0.6658447657249961,-0.22327440274999555,52.55038017116587
-0.406083266507,0.053642592607999987,2.9965989446986074,-0.6532671398499917,-0.27899478850000603,52.19889671855604
-0.408724071457,0.052346501419000005,3.2038331598480325,-0.6602012375000049,-0.3240227972499954,51.808553787356274
-0.41133482512900005,0.050935714857000006,3.414783222549519,-0.6526884180000081,-0.3526966404999998,52.73751567537166
-0.413922568587,0.04941172599899997,3.6208053183601403,-0.6469358644999867,-0.380997214500009,51.50552395265529
-0.416562391969,0.04763552685399998,3.8303462729763664,-0.6599558455000071,-0.4440497862499976,52.38523865405653
